Median_D492	Median_D492_Her2	Median_D492M	D492_1	D492_2	D492_3	D492_Her2_1	D492_Her2_2	D492_Her2_3	Coefficient of variation_D492	Coefficient of variation_D492_Her2	Protein ID_total	Protein ID_R1	Protein Names_R1	Gene Name (GN)_R1	Protein ID_R2	Protein Names_R2	Gene Name (GN)_R2	Protein ID_R3	Protein Names_R3	Gene Name (GN)_R3
0.429512619972229	-1.14300155639648	0.713488936424255	1.02579999	0.991999984	0.962700009	0.983799994	0.947700024	0.919200003	0.031783314	0.034069967	P07954-2	P07954-2	Isoform Cytoplasmic of Fumarate hydratase, mitochondrial	FH	P07954-2	Isoform Cytoplasmic of Fumarate hydratase, mitochondrial	FH	P07954-2	Isoform Cytoplasmic of Fumarate hydratase, mitochondrial	FH
1.00099074840546	-0.00198445492424071	-0.999006271362305	1.075700045	1.067199945	0.962400019	1.149299979	0.956700027	1.033499956	0.060963498	0.092647728	Q96T51	Q96T51	RUN and FYVE domain-containing protein 1	RUFY1	Q96T51	RUN and FYVE domain-containing protein 1	RUFY1	Q96T51	RUN and FYVE domain-containing protein 1	RUFY1
-0.903422117233276	1.07450425624847	-0.171082153916359	0.855599999	0.824999988	0.961799979	1.245599985	1.109099984	1.308400035	0.081513633	0.083450521	B3KR70	B3KR70	cDNA FLJ33764 fis, clone BRCOC2000360, highly similar to Vacuolar ATP synthase subunit S1 (EC 3.6.3.14)		B3KR70	cDNA FLJ33764 fis, clone BRCOC2000360, highly similar to Vacuolar ATP synthase subunit S1 (EC 3.6.3.14)		B3KR70	cDNA FLJ33764 fis, clone BRCOC2000360, highly similar to Vacuolar ATP synthase subunit S1 (EC 3.6.3.14)	
-0.618024110794067	1.15372180938721	-0.53569769859314	1.069599986	0.988099992	0.961399972	1.268000007	1.244199991	1.17869997	0.05600886	0.037587793	A0A140VJJ2	A0A140VJJ2	S-formylglutathione hydrolase	ESD	A0A140VJJ2	S-formylglutathione hydrolase	ESD	A0A140VJJ2	S-formylglutathione hydrolase	ESD
0.65800952911377	-1.15075147151947	0.492741912603378	1.003600001	1.01820004	0.961000025	1.056200027	0.96420002	0.961499989	0.029891631	0.054239813	P11177-2	P11177-2	Isoform 2 of Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	P11177-2	Isoform 2 of Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	P11177-2	Isoform 2 of Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB
-0.0387381576001644	1.01880621910095	-0.980068027973175	1.024299979	1.025300026	0.960799992	1.051599979	1.055400014	0.963199973	0.036826142	0.050976504	A0A140VK49	A0A140VK49	Staphylococcal nuclease domain containing 1, isoform CRA_b	SND1	A0A140VK49	Staphylococcal nuclease domain containing 1, isoform CRA_b	SND1	A0A140VK49	Staphylococcal nuclease domain containing 1, isoform CRA_b	SND1
-1.05862951278687	0.928661346435547	0.129968091845512	0.893000007	0.829999983	0.960600019	1.088099957	0.965699971	1.07190001	0.073014068	0.063812645	O60869	O60869	Endothelial differentiation-related factor 1	EDF1	O60869	Endothelial differentiation-related factor 1	EDF1	O60869	Endothelial differentiation-related factor 1	EDF1
0.333952367305756	-1.12424147129059	0.790289103984833	0.948400021	1.039399981	0.960600019	0.834699988	0.890900016	0.794200003	0.050259584	0.057816447	Q8N3C0	Q8N3C0	Activating signal cointegrator 1 complex subunit 3	ASCC3	Q8N3C0	Activating signal cointegrator 1 complex subunit 3	ASCC3	Q8N3C0	Activating signal cointegrator 1 complex subunit 3	ASCC3
-1.1470959186554	0.68812620639801	0.458969742059708	NaN	0.957499981	0.960500002	NaN	0.96390003	1.047799945	0.002212028	0.05898116	Q5T092	Q5T092	Protein RER1 (Fragment)	RER1	Q5T092	Protein RER1 (Fragment)	RER1	Q5T092	Protein RER1 (Fragment)	RER1
0.249557927250862	-1.10114502906799	0.851587057113647	0.984399974	1.113499999	0.960500002	0.953100026	0.92049998	0.949400008	0.080735721	0.018968833	P62312	P62312	U6 snRNA-associated Sm-like protein LSm6	LSM6	P62312	U6 snRNA-associated Sm-like protein LSm6	LSM6	P62312	U6 snRNA-associated Sm-like protein LSm6	LSM6
-0.498363792896271	-0.652885258197784	1.15124905109406	0.962199986	0.947799981	0.960500002	0.954400003	0.956799984	1.013000011	0.008224154	0.034021238	Q96FJ2	Q96FJ2	Dynein light chain 2, cytoplasmic	DYNLL2	Q96FJ2	Dynein light chain 2, cytoplasmic	DYNLL2	Q96FJ2	Dynein light chain 2, cytoplasmic	DYNLL2
-0.484603345394135	-0.665371000766754	1.14997434616089	NaN	0.890500009	0.960300028	NaN	0.88499999	0.949299991	0.053334845	0.049574188	A8MXP9	A8MXP9	Matrin-3	MATR3	A8MXP9	Matrin-3	MATR3	A8MXP9	Matrin-3	MATR3
-0.937823534011841	1.05232012271881	-0.114496521651745	0.894900024	0.905799985	0.960200012	1.139999986	1.098500013	1.13349998	0.038011048	0.019858983	Q8N1F7	Q8N1F7	Nuclear pore complex protein Nup93	NUP93	Q8N1F7	Nuclear pore complex protein Nup93	NUP93	Q8N1F7	Nuclear pore complex protein Nup93	NUP93
0.101044669747353	-1.04668617248535	0.94564151763916	0.954699993	0.97359997	0.959599972	0.895500004	0.904699981	0.909300029	0.010189051	0.007779986	Q5TBB1	Q5TBB1	Ribonuclease H2 subunit B	RNASEH2B	Q5TBB1	Ribonuclease H2 subunit B	RNASEH2B	Q5TBB1	Ribonuclease H2 subunit B	RNASEH2B
-0.129729181528091	-0.928804218769073	1.05853343009949	0.977699995	0.971300006	0.958999991	0.963999987	0.859499991	0.952000022	0.009804534	0.061810104	Q86V81	Q86V81	THO complex subunit 4	ALYREF	Q86V81	THO complex subunit 4	ALYREF	Q86V81	THO complex subunit 4	ALYREF
0.641626417636871	-1.15221965312958	0.510593235492706	1.162099957	1.019999981	0.958700001	0.82889998	0.737999976	0.746200025	0.099662981	0.065213045	Q53Y83	Q53Y83	Galactosidase, alpha	GLA	Q53Y83	Galactosidase, alpha	GLA	Q53Y83	Galactosidase, alpha	GLA
-0.945055663585663	-0.10206101089716	1.04711663722992	0.940199971	0.949899971	0.958100021	1.094900012	0.952199996	0.971099973	0.009438059	0.077042772	A0A142DDU4	A0A142DDU4	Coiled-coil domain containing protein 8	CCDC8	A0A142DDU4	Coiled-coil domain containing protein 8	CCDC8	A0A142DDU4	Coiled-coil domain containing protein 8	CCDC8
-0.76835298538208	1.1306517124176	-0.362298727035522	0.992500007	0.976800025	0.958100021	1.135699987	1.058799982	1.085299969	0.017648885	0.035731536	Q96CV8	Q96CV8	Thimet oligopeptidase 1	THOP1	Q96CV8	Thimet oligopeptidase 1	THOP1	Q96CV8	Thimet oligopeptidase 1	THOP1
-0.575526535511017	1.15469861030579	-0.579172074794769	NaN	1.042999983	0.958100021	NaN	1.236299992	1.286900043	0.060000339	0.028360526	D3DSR2	D3DSR2	Polymerase (RNA) III (DNA directed) polypeptide D, 44kDa, isoform CRA_a	POLR3D	D3DSR2	Polymerase (RNA) III (DNA directed) polypeptide D, 44kDa, isoform CRA_a	POLR3D	D3DSR2	Polymerase (RNA) III (DNA directed) polypeptide D, 44kDa, isoform CRA_a	POLR3D
1.0320405960083	-0.067501574754715	-0.964539051055908	1.119300008	1.132200003	0.957700014	1.053599954	1.146100044	1.034000039	0.090899162	0.055543615	A0A087X0Q9	A0A087X0Q9	Selenoprotein O	SELENOO	A0A087X0Q9	Selenoprotein O	SELENOO	A0A087X0Q9	Selenoprotein O	SELENOO
-0.861612260341644	1.09655249118805	-0.234940215945244	0.900399983	1.066799998	0.957499981	1.109899998	1.072000027	1.090299964	0.086730539	0.017377026	A0A024QZ70	A0A024QZ70	TAO kinase 1, isoform CRA_a	TAOK1	A0A024QZ70	TAO kinase 1, isoform CRA_a	TAOK1	A0A024QZ70	TAO kinase 1, isoform CRA_a	TAOK1
0.226161479949951	-1.0937123298645	0.867550790309906	0.977199972	NaN	0.957099974	0.877200007	NaN	0.921899974	0.014695595	0.03513718	Q9Y3E7	Q9Y3E7	Charged multivesicular body protein 3	CHMP3				Q9Y3E7	Charged multivesicular body protein 3	CHMP3
0.533934533596039	-1.15363824367523	0.619703710079193	1.006100059	0.992600024	0.956799984	0.824999988	0.870400012	0.847000003	0.025860352	0.026789973	Q8WUW1	Q8WUW1	Protein BRICK1	BRK1	Q8WUW1	Protein BRICK1	BRK1	Q8WUW1	Protein BRICK1	BRK1
-1.11364078521729	0.292523145675659	0.821117699146271	0.861100018	0.886900008	0.956799984	0.922100008	0.969099998	1.092499971	0.054918507	0.088489029	Q9UHR5-2	Q9UHR5-2	Isoform 2 of SAP30-binding protein	SAP30BP	Q9UHR5-2	Isoform 2 of SAP30-binding protein	SAP30BP	Q9UHR5-2	Isoform 2 of SAP30-binding protein	SAP30BP
-0.619340538978577	1.15365660190582	-0.534316062927246	1.050300002	0.996599972	0.95660001	1.103999972	1.050199986	1.067499995	0.046961837	0.025575064	V9HWJ2	V9HWJ2	Isocitrate dehydrogenase [NADP]	HEL-S-26	V9HWJ2	Isocitrate dehydrogenase [NADP]	HEL-S-26	V9HWJ2	Isocitrate dehydrogenase [NADP]	HEL-S-26
-1.12429451942444	0.790119767189026	0.334174692630768	0.84740001	0.895399988	0.956499994	1.032699943	0.948300004	1.061100006	0.060772329	0.057859096	Q6FHM6	Q6FHM6	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	NHP2L1	Q6FHM6	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	NHP2L1	Q6FHM6	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	NHP2L1
-0.527783751487732	1.15332043170929	-0.625536680221558	1.019000053	1.00759995	0.956499994	1.162099957	1.138299942	1.049700022	0.033473764	0.053041437	C9JP00	C9JP00	Muscleblind-like protein 1	MBNL1	C9JP00	Muscleblind-like protein 1	MBNL1	C9JP00	Muscleblind-like protein 1	MBNL1
0.426916927099228	-1.14260137081146	0.715684413909912	0.942099988	0.813499987	0.956499994	0.562900007	0.627399981	0.681900024	0.087091999	0.095454536	Q17RY6	Q17RY6	Lymphocyte antigen 6K	LY6K	Q17RY6	Lymphocyte antigen 6K	LY6K	Q17RY6	Lymphocyte antigen 6K	LY6K
-1.1116589307785	0.826312065124512	0.285346835851669	0.976800025	0.976499975	0.955799997	1.01849997	1.00909996	0.994300008	0.01241486	0.012111565	Q9NX08	Q9NX08	COMM domain-containing protein 8	COMMD8	Q9NX08	COMM domain-containing protein 8	COMMD8	Q9NX08	COMM domain-containing protein 8	COMMD8
0.487107515335083	-1.15022051334381	0.663113057613373	0.959299982	NaN	0.955799997	0.546000004	NaN	0.579299986	0.002584578	0.04184954	Q14574-2	Q14574-2	Isoform 3B of Desmocollin-3	DSC3				Q14574-2	Isoform 3B of Desmocollin-3	DSC3
-0.127976074814796	-0.929851293563843	1.05782735347748	0.904299974	0.951200008	0.955600023	1.024199963	0.912199974	0.918200016	0.030343811	0.066211689	O00116	O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal	AGPS	O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal	AGPS	O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal	AGPS
-0.797430038452148	1.12195706367493	-0.324527025222778	0.935299993	0.888999999	0.955600023	1.197900057	1.10860002	1.237699986	0.036838063	0.055961313	Q5RKV6	Q5RKV6	Exosome complex component MTR3	EXOSC6	Q5RKV6	Exosome complex component MTR3	EXOSC6	Q5RKV6	Exosome complex component MTR3	EXOSC6
-1.14401543140411	0.436282157897949	0.707733333110809	0.831799984	0.89289999	0.954599977	0.984300017	0.963999987	1.050899982	0.068749571	0.045471367	P06730	P06730	Eukaryotic translation initiation factor 4E	EIF4E	P06730	Eukaryotic translation initiation factor 4E	EIF4E	P06730	Eukaryotic translation initiation factor 4E	EIF4E
0.526189386844635	-1.15323150157928	0.62704211473465	0.995400012	1.0079	0.954400003	0.926900029	0.911899984	0.918799996	0.028386859	0.008167992	Q6FHX6	Q6FHX6	Flap endonuclease 1	FEN1	Q6FHX6	Flap endonuclease 1	FEN1	Q6FHX6	Flap endonuclease 1	FEN1
0.493118584156036	-1.15078580379486	0.65766716003418	0.979200006	1.061300039	0.953999996	0.771399975	0.85650003	0.729900002	0.056211215	0.08211788	A0A024R5U3	A0A024R5U3	Cyclic AMP phosphoprotein, 19 kD, isoform CRA_a	ARPP-19	A0A024R5U3	Cyclic AMP phosphoprotein, 19 kD, isoform CRA_a	ARPP-19	A0A024R5U3	Cyclic AMP phosphoprotein, 19 kD, isoform CRA_a	ARPP-19
-0.577940285205841	1.15470027923584	-0.576760053634644	1.146800041	0.99970001	0.953999996	1.440099955	1.456500053	1.349400043	0.097480588	0.040757687	Q6YP21-3	Q6YP21-3	Isoform 3 of Kynurenine--oxoglutarate transaminase 3	KYAT3	Q6YP21-3	Isoform 3 of Kynurenine--oxoglutarate transaminase 3	KYAT3	Q6YP21-3	Isoform 3 of Kynurenine--oxoglutarate transaminase 3	KYAT3
0.158952370285988	-1.06995618343353	0.911003828048706	0.978500009	NaN	0.953999996	0.877300024	NaN	0.944899976	0.017929237	0.052464477	Q9UBQ0	Q9UBQ0	Vacuolar protein sorting-associated protein 29	VPS29				Q9UBQ0	Vacuolar protein sorting-associated protein 29	VPS29
-1.13355243206024	0.757286369800568	0.376266062259674	0.925899982	0.869499981	0.953999996	1.107300043	1.004500031	1.018700004	0.04695489	0.053384517	Q15643	Q15643	Thyroid receptor-interacting protein 11	TRIP11	Q15643	Thyroid receptor-interacting protein 11	TRIP11	Q15643	Thyroid receptor-interacting protein 11	TRIP11
-0.0895981341600418	-0.952185928821564	1.04178404808044	1.004799962	0.951200008	0.953700006	0.983099997	0.896600008	0.91839999	0.031188884	0.048234273	Q6FH36	Q6FH36	Peptidyl-prolyl cis-trans isomerase (Fragment)	PPIH	Q6FH36	Peptidyl-prolyl cis-trans isomerase (Fragment)	PPIH	Q6FH36	Peptidyl-prolyl cis-trans isomerase (Fragment)	PPIH
-0.716025114059448	1.14253854751587	-0.426513403654099	0.966400027	1.011199951	0.953700006	1.174900055	1.218199968	1.182100058	0.030914361	0.019468907	P30622-2	P30622-2	Isoform 3 of CAP-Gly domain-containing linker protein 1	CLIP1	P30622-2	Isoform 3 of CAP-Gly domain-containing linker protein 1	CLIP1	P30622-2	Isoform 3 of CAP-Gly domain-containing linker protein 1	CLIP1
-0.641972005367279	-0.510220348834991	1.15219235420227	0.97390002	0.94749999	0.953700006	0.957099974	0.899200022	0.97420001	0.014404554	0.041659876	A0A024R0E5	A0A024R0E5	Capping protein (Actin filament) muscle Z-line, alpha 1, isoform CRA_a	CAPZA1	A0A024R0E5	Capping protein (Actin filament) muscle Z-line, alpha 1, isoform CRA_a	CAPZA1	A0A024R0E5	Capping protein (Actin filament) muscle Z-line, alpha 1, isoform CRA_a	CAPZA1
-1.15454351902008	0.560778558254242	0.593764901161194	NaN	0.908599973	0.953599989	NaN	1.027500033	0.969900012	0.034174436	0.040782382	Q08722-2				Q08722-2	Isoform OA3-293 of Leukocyte surface antigen CD47	CD47	Q08722-2	Isoform OA3-293 of Leukocyte surface antigen CD47	CD47
0.705936908721924	-1.14432156085968	0.438384681940079	1.105100036	1.028399944	0.953499973	0.832000017	0.906599998	0.75	0.073665514	0.094425541	A0A1W2PS43	A0A1W2PS43	Lysosome membrane protein 2	SCARB2	A0A1W2PS43	Lysosome membrane protein 2	SCARB2	A0A1W2PS43	Lysosome membrane protein 2	SCARB2
-0.75399386882782	-0.380380064249039	1.13437390327454	1.003100038	0.898699999	0.953499973	0.950200021	0.962700009	1.024399996	0.054868067	0.040573661	J3KMX2	J3KMX2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	SMARCD2	J3KMX2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	SMARCD2	J3KMX2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	SMARCD2
-0.864484071731567	-0.230706319212914	1.09519040584564	0.864400029	0.926100016	0.952899992	0.949999988	0.875100017	1.014600039	0.049627172	0.073754293	Q9NTZ6	Q9NTZ6	RNA-binding protein 12	RBM12	Q9NTZ6	RNA-binding protein 12	RBM12	Q9NTZ6	RNA-binding protein 12	RBM12
-1.099524974823	0.855186104774475	0.244338884949684	0.988900006	0.931800008	0.952700019	0.996200025	1.021499991	1.026600003	0.030162471	0.016043231	A0A024RBX9	A0A024RBX9	Pyruvate dehydrogenase E1 component subunit alpha	PDHA1	A0A024RBX9	Pyruvate dehydrogenase E1 component subunit alpha	PDHA1	A0A024RBX9	Pyruvate dehydrogenase E1 component subunit alpha	PDHA1
-0.930737435817719	-0.126489236950874	1.05722665786743	0.894699991	0.885900021	0.952700019	0.896799982	0.937300026	0.941200018	0.039835756	0.02657658	Q7Z426	Q7Z426	Putative MAPK activating protein		Q7Z426	Putative MAPK activating protein		Q7Z426	Putative MAPK activating protein	
-0.872726142406464	1.09116208553314	-0.218435972929001	0.811200023	0.935699999	0.952099979	1.128700018	1.069700003	1.258700013	0.085644978	0.083911768	B4DRU9	B4DRU9	cDNA FLJ57179, highly similar to Homo sapiens ATP-binding cassette, sub-family F (GCN20), member 3 (ABCF3), mRNA		B4DRU9	cDNA FLJ57179, highly similar to Homo sapiens ATP-binding cassette, sub-family F (GCN20), member 3 (ABCF3), mRNA		B4DRU9	cDNA FLJ57179, highly similar to Homo sapiens ATP-binding cassette, sub-family F (GCN20), member 3 (ABCF3), mRNA	
-0.778144955635071	1.1279011964798	-0.349756211042404	0.977299988	0.998399973	0.951099992	1.078299999	1.031000018	1.087800026	0.024288409	0.028548528	P54727	P54727	UV excision repair protein RAD23 homolog B	RAD23B	P54727	UV excision repair protein RAD23 homolog B	RAD23B	P54727	UV excision repair protein RAD23 homolog B	RAD23B
-0.944382190704346	1.04760980606079	-0.103227615356445	0.839299977	0.897599995	0.950900018	1.125	1.140100002	1.291300058	0.062302276	0.077576897	Q5T6F2	Q5T6F2	Ubiquitin-associated protein 2	UBAP2	Q5T6F2	Ubiquitin-associated protein 2	UBAP2	Q5T6F2	Ubiquitin-associated protein 2	UBAP2
-0.80977988243103	1.11776614189148	-0.307986229658127	0.975300014	0.960300028	0.950900018	1.17840004	1.112800002	1.103899956	0.012790543	0.035952553	A0A024QZU0	A0A024QZU0	Receptor (TNFRSF)-interacting serine-threonine kinase 1, isoform CRA_a	RIPK1	A0A024QZU0	Receptor (TNFRSF)-interacting serine-threonine kinase 1, isoform CRA_a	RIPK1	A0A024QZU0	Receptor (TNFRSF)-interacting serine-threonine kinase 1, isoform CRA_a	RIPK1
0.535892486572266	-1.15373086929321	0.617838442325592	NaN	1.031599998	0.950299978	NaN	0.829100013	0.779600024	0.058012812	0.043515605	Q6P1X6-2				Q6P1X6-2	Isoform 2 of UPF0598 protein C8orf82	C8orf82	Q6P1X6-2	Isoform 2 of UPF0598 protein C8orf82	C8orf82
0.265048146247864	-1.10582363605499	0.840775489807129	0.940699995	0.881500006	0.950100005	0.799499989	0.82130003	0.789200008	0.040245489	0.020402174	Q53HG7	Q53HG7	Cortactin isoform a variant (Fragment)		Q53HG7	Cortactin isoform a variant (Fragment)		Q53HG7	Cortactin isoform a variant (Fragment)	
-0.279950112104416	1.11014044284821	-0.830190360546112	1.10619998	1.013299942	0.949599981	1.01849997	1.146499991	1.046900034	0.076979331	0.062784746	A0A024RCR5	A0A024RCR5	Bromodomain containing 2, isoform CRA_b	BRD2	A0A024RCR5	Bromodomain containing 2, isoform CRA_b	BRD2	A0A024RCR5	Bromodomain containing 2, isoform CRA_b	BRD2
-0.564204871654511	-0.590396642684937	1.15460157394409	0.836899996	0.94749999	0.949500024	0.946699977	0.865100026	0.987900019	0.070712231	0.06696908	P23246	P23246	Splicing factor, proline- and glutamine-rich	SFPQ	P23246	Splicing factor, proline- and glutamine-rich	SFPQ	P23246	Splicing factor, proline- and glutamine-rich	SFPQ
-0.620575308799744	-0.533018171787262	1.15359342098236	0.961499989	0.974300027	0.949400008	0.976199985	0.936600029	0.963400006	0.012947092	0.021078048	Q9NW15-2	Q9NW15-2	Isoform 2 of Anoctamin-10	ANO10	Q9NW15-2	Isoform 2 of Anoctamin-10	ANO10	Q9NW15-2	Isoform 2 of Anoctamin-10	ANO10
-1.07540476322174	0.173520460724831	0.901884257793427	0.849099994	0.905799985	0.949199975	0.975499988	0.965300024	0.956399977	0.055689919	0.009896495	Q9H488	Q9H488	GDP-fucose protein O-fucosyltransferase 1	POFUT1	Q9H488	GDP-fucose protein O-fucosyltransferase 1	POFUT1	Q9H488	GDP-fucose protein O-fucosyltransferase 1	POFUT1
-0.609748780727386	1.15408277511597	-0.54433399438858	1.009600043	NaN	0.949000001	1.546700001	NaN	1.52820003	0.043756459	0.00850854	O60664-4	O60664-4	Isoform 4 of Perilipin-3	PLIN3				O60664-4	Isoform 4 of Perilipin-3	PLIN3
0.178831920027733	-1.0773503780365	0.898518443107605	0.974600017	0.972500026	0.948599994	0.887000024	0.953599989	0.924499989	0.014963348	0.036224534	Q5TZP7	Q5TZP7	DNA-(apurinic or apyrimidinic site) lyase	APEX1	Q5TZP7	DNA-(apurinic or apyrimidinic site) lyase	APEX1	Q5TZP7	DNA-(apurinic or apyrimidinic site) lyase	APEX1
0.690275549888611	-1.14678597450256	0.456510365009308	1.076200008	1.029700041	0.948400021	0.837000012	0.796299994	0.793099999	0.063534865	0.030259991	F5H8H2	F5H8H2	Mevalonate kinase	MVK	F5H8H2	Mevalonate kinase	MVK	F5H8H2	Mevalonate kinase	MVK
-0.194727465510368	-0.888314187526703	1.08304166793823	NaN	0.869599998	0.948199987	NaN	0.808600008	0.910300016	0.061149286	0.083673005	A0A024R6W2				A0A024R6W2	Nudix (Nucleoside diphosphate linked moiety X)-type motif 21, isoform CRA_a	NUDT21	A0A024R6W2	Nudix (Nucleoside diphosphate linked moiety X)-type motif 21, isoform CRA_a	NUDT21
0.0208300743252039	-1.01025235652924	0.989422261714935	0.893299997	0.913200021	0.948199987	0.820800006	0.800499976	0.854300022	0.030268926	0.032923619	Q9NTJ3	Q9NTJ3	Structural maintenance of chromosomes protein 4	SMC4	Q9NTJ3	Structural maintenance of chromosomes protein 4	SMC4	Q9NTJ3	Structural maintenance of chromosomes protein 4	SMC4
-0.782735586166382	1.12655055522919	-0.34381502866745	0.842999995	0.879700005	0.947700024	1.402999997	1.299600005	1.566200018	0.059681004	0.094462016	A0A024R8T3	A0A024R8T3	Acyl-coenzyme A oxidase	ACOX1	A0A024R8T3	Acyl-coenzyme A oxidase	ACOX1	A0A024R8T3	Acyl-coenzyme A oxidase	ACOX1
-1.08781862258911	0.879301488399506	0.208517178893089	0.882499993	0.879000008	0.947300017	1.004299998	1.060799956	1.153599977	0.042597277	0.070259939	A8K4W8	A8K4W8	cDNA FLJ77917, highly similar to Homo sapiens ubiquitin-conjugating enzyme E2L 3 (UBE2L3), transcript variant 1, mRNA		A8K4W8	cDNA FLJ77917, highly similar to Homo sapiens ubiquitin-conjugating enzyme E2L 3 (UBE2L3), transcript variant 1, mRNA		A8K4W8	cDNA FLJ77917, highly similar to Homo sapiens ubiquitin-conjugating enzyme E2L 3 (UBE2L3), transcript variant 1, mRNA	
-0.91285115480423	1.06882011890411	-0.155968993902206	0.915400028	0.906799972	0.946500003	1.136899948	1.11500001	1.17719996	0.022630457	0.027602266	Q9UJZ1	Q9UJZ1	Stomatin-like protein 2, mitochondrial	STOML2	Q9UJZ1	Stomatin-like protein 2, mitochondrial	STOML2	Q9UJZ1	Stomatin-like protein 2, mitochondrial	STOML2
-0.529749631881714	-0.623676836490631	1.1534264087677	0.970200002	0.955200016	0.94569999	0.952700019	0.931699991	0.972000003	0.01290704	0.021169284	Q14232	Q14232	Translation initiation factor eIF-2B subunit alpha	EIF2B1	Q14232	Translation initiation factor eIF-2B subunit alpha	EIF2B1	Q14232	Translation initiation factor eIF-2B subunit alpha	EIF2B1
-0.938413560390472	1.05190312862396	-0.113489583134651	0.882399976	1.045400023	0.944999993	1.156900048	1.05219996	1.077700019	0.085868077	0.049832984	H3BMM5	H3BMM5	Uncharacterized protein		H3BMM5	Uncharacterized protein		H3BMM5	Uncharacterized protein	
-1.0763533115387	0.900250673294067	0.176102712750435	0.986699998	0.921599984	0.944999993	1.051800013	0.937399983	1.031800032	0.034671336	0.060674562	Q7L523	Q7L523	Ras-related GTP-binding protein A	RRAGA	Q7L523	Ras-related GTP-binding protein A	RRAGA	Q7L523	Ras-related GTP-binding protein A	RRAGA
-1.00795650482178	0.991848945617676	0.0161075610667467	0.990999997	0.932099998	0.944899976	1.05250001	1.019000053	1.072199941	0.03240501	0.025667143	P62826	P62826	GTP-binding nuclear protein Ran	RAN	P62826	GTP-binding nuclear protein Ran	RAN	P62826	GTP-binding nuclear protein Ran	RAN
-1.10559260845184	0.264267891645432	0.841324746608734	0.925100029	0.867799997	0.944599986	0.977800012	0.958899975	0.993300021	0.043748269	0.017639595	Q53F20	Q53F20	Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member E variant (Fragment)		Q53F20	Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member E variant (Fragment)		Q53F20	Acidic (Leucine-rich) nuclear phosphoprotein 32 family, member E variant (Fragment)	
-1.07013380527496	0.159420505166054	0.910713315010071	0.891900003	0.82980001	0.944199979	0.956399977	0.958999991	1.011299968	0.064447168	0.031748993	P04899	P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2	GNAI2	P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2	GNAI2	P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2	GNAI2
-0.763019979000092	-0.369056761264801	1.13207674026489	0.887499988	0.960399985	0.944199979	0.955799997	0.882600009	0.973200023	0.04112937	0.05130035	B3KY12	B3KY12	cDNA FLJ46581 fis, clone THYMU3043200, highly similar to Splicing factor 3A subunit 3		B3KY12	cDNA FLJ46581 fis, clone THYMU3043200, highly similar to Splicing factor 3A subunit 3		B3KY12	cDNA FLJ46581 fis, clone THYMU3043200, highly similar to Splicing factor 3A subunit 3	
-1.14897477626801	0.475025504827499	0.673949301242828	0.92930001	0.972599983	0.944100022	1.037700057	0.993900001	0.970700026	0.023199129	0.033997671	Q14966	Q14966	Zinc finger protein 638	ZNF638	Q14966	Zinc finger protein 638	ZNF638	Q14966	Zinc finger protein 638	ZNF638
0.161906659603119	-1.07107436656952	0.9091677069664	1.009600043	0.84829998	0.944000006	0.851599991	0.791899979	0.891499996	0.086851876	0.059321832	A0A024R5B3	A0A024R5B3	AYP1 protein, isoform CRA_b	AYP1	A0A024R5B3	AYP1 protein, isoform CRA_b	AYP1	A0A024R5B3	AYP1 protein, isoform CRA_b	AYP1
-1.12969100475311	0.357846260070801	0.771844744682312	0.933399975	0.795599997	0.944000006	0.985499978	0.872500002	1.003100038	0.092916548	0.074310314	O00399	O00399	Dynactin subunit 6	DCTN6	O00399	Dynactin subunit 6	DCTN6	O00399	Dynactin subunit 6	DCTN6
-1.15134024620056	0.651905298233032	0.499434947967529	0.88349998	0.990499973	0.943700016	0.944899976	1.008999944	1.005200028	0.057110048	0.036458469	Q96BS4	Q96BS4	FBL protein (Fragment)	FBL	Q96BS4	FBL protein (Fragment)	FBL	Q96BS4	FBL protein (Fragment)	FBL
-0.732436001300812	1.13929831981659	-0.406862288713455	0.797100008	0.896399975	0.942700028	1.494500041	1.437100053	1.491999984	0.084656341	0.02200173	C9JG97	C9JG97	Angio-associated migratory cell protein	AAMP	C9JG97	Angio-associated migratory cell protein	AAMP	C9JG97	Angio-associated migratory cell protein	AAMP
