Ratio.H.M.TotProt.R1.LOG2	Ratio.H.M.TotProt.R2.LOG2	Ratio.H.M.TotProt.R3.LOG2	T-test Significant 	Median_Log2.H.E.	p.value	t.statistic	-Log T-test p-value 	T-test q-value 	T-test Difference 	Protein.ID	Protein.Names	Gene.Name
0.13510000705719	0.0437500029802322	-0.0476000010967255		0.0437500029802323	0.494051496586194	0.829526268320838	0.306227780797772	0.554616142768607	0.0437500029802322	Q70Z53	Protein FRA10AC1	FRA10AC1
0.0439999997615814	0.145600005984306	0.0390999987721443		0.0439999997615814	0.159239540360277	2.19615597190105	0.797949086142909	0.214117994306919	0.076233334839344	Q6IBS0	Twinfilin-2	TWF2
-0.00150000001303852	0.0988999977707863	0.0439999997615814		0.0439999997615814	0.24588950921065	1.62387093009736	0.609260001337968	0.305215420330897	0.0471333325064431	Q9H7D7-2	Isoform 2 of WD repeat-containing protein 26	WDR26
0.0439999997615814	0.0197999998927116	0.171499997377396		0.0439999997615814	0.237471894902129	1.66685076599188	0.624387783268235	0.296492348118211	0.0784333323438962	Q9UHR5-2	Isoform 2 of SAP30-binding protein	SAP30BP
-0.416599988937378	0.784699976444244	0.0441000014543533		0.0441000014543533	0.732459659415157	0.392673436389548	0.135216289302635	0.775483143029215	0.137399996320407	O60832	H/ACA ribonucleoprotein complex subunit 4	DKC1
-0.00480000022798777	0.044149998575449	0.0930999964475632		0.0441499981097877	0.258650290577342	1.56220720075508	0.58728703393055	0.317665744603418	0.0441499982650081	C9JNE2	O-acetyl-ADP-ribose deacetylase 1 (Fragment)	OARD1
-0.0631000027060509	0.151399999856949	0.044149998575449		0.044149998575449	0.549808393390519	0.713007363851304	0.259788634490054	0.606305292065097	0.044149998575449	Q8IVD9	NudC domain-containing protein 3	NUDCD3
0.0445000007748604	0.0447000004351139	0.191699996590614		0.0447000004351139	0.196383808931717	1.90958402953125	0.706894330449385	0.252521651820846	0.0936333326001962	A0A024R994	Copine III, isoform CRA_a	CPNE3
0.142100006341934	-0.00700000021606684	0.0449000000953674		0.0449000000953674	0.303414444655497	1.37304083501984	0.51796376472737	0.363656867458867	0.0600000020737449	Q9UHY1	Nuclear receptor-binding protein	NRBP1
0.045049998909235	0.0881000012159348	0.0020000000949949		0.0450500006554648	0.211592569461353	1.81251774681567	0.674499579924423	0.269211462075597	0.0450500000733882	O60343-2	Isoform 2 of TBC1 domain family member 4	TBC1D4
0.0451499968767166	0.0487999990582466	0.0414999984204769	+	0.0451499987393617	0.00217136459942292	21.4252287523464	2.66326723501242	0.0156091294890307	0.04514999811848	F5H4R1	Mitogen-activated protein kinase kinase kinase 4	MAP3K4
0.0452999994158745	0.0653999969363213	0.0252000000327826		0.0452999984845519	0.0597996512862823	3.90357736326742	1.2233013543477	0.0982792388591639	0.0452999987949928	B4DLS8	cDNA FLJ55983, highly similar to U4/U6 small nuclear ribonucleoprotein Prp3	NA
0.10419999808073	0.00889999978244305	0.0454000011086464		0.0454000011086464	0.197342610919247	1.9031725909486	0.704779140150803	0.253372661694451	0.0528333329906066	Q5JTV8-3	Isoform 3 of Torsin-1A-interacting protein 1	TOR1AIP1
0.0346000008285046	0.045499999076128	0.0901999995112419		0.045499999076128	0.0792623761677095	3.33720835485572	1.10093291453973	0.122175278987062	0.0567666664719582	P49247	Ribose-5-phosphate isomerase	RPIA
0.0456999987363815	-0.0200999993830919	0.0571999996900558		0.0456999987363815	0.370356221426837	1.14618243994692	0.431380355457738	0.432843264265784	0.0275999996811152	V9HW96	Chaperonin containing TCP1, subunit 2 (Beta), isoform CRA_b	HEL-S-100n
0.130300000309944	0.00740000000223517	0.0458999983966351		0.0458999983966351	0.233795077327233	1.68624901489777	0.631164638178654	0.292543876460419	0.0611999995696048	Q9NW64	Pre-mRNA-splicing factor RBM22	RBM22
0.0701000019907951	0.0226000007241964	0.0463500022888184		0.0463500013574957	0.0774843652808503	3.38023390068923	1.11078592726332	0.120085516013453	0.0463500016679366	Q9BYV8	Centrosomal protein of 41 kDa	CEP41
0.046900000423193	-0.00540000014007092	0.128600001335144		0.046900000423193	0.283115182102503	1.45416009035956	0.548036848412143	0.342616215622601	0.056700000539422	O43670-2	Isoform 2 of BUB3-interacting and GLEBS motif-containing protein ZNF207	ZNF207
-0.0575999990105629	0.187999993562698	0.0469999983906746		0.0469999983906746	0.49337498648145	0.831018085920115	0.306822872496142	0.553978187277619	0.0591333309809367	A0A024R6K1	Cyclin K, isoform CRA_c	CCNK
0.221399992704391	-0.12219999730587	0.0471000000834465		0.0471000000834465	0.671635859471121	0.491637737860303	0.172866124394196	0.720474426788086	0.048766665160656	O95155-2	Isoform 2 of Ubiquitin conjugation factor E4 B	UBE4B
0.294200003147125	0.00839999970048666	0.0472999997437		0.0472999997437	0.322317113822386	1.30330150340994	0.49171663578657	0.383350673950539	0.116633334197104	Q9P0I2	ER membrane protein complex subunit 3	EMC3
0.094700001180172	0.0474000014364719	-0.00579999992623925		0.0474000014364719	0.258026974348124	1.56512794919585	0.588334892703046	0.317128469142282	0.0454333342301349	P04844-2	Isoform 2 of Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	RPN2
-0.0274999998509884	0.0476000010967255	0.0568999983370304		0.0476000010967255	0.438103775557428	0.960630842637963	0.358423004076553	0.500257244496679	0.0256666665275892	J3KMX2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	SMARCD2
-0.20720000565052	0.25220000743866	0.047800000756979		0.047800000756979	0.837583572112579	0.232782328207172	0.0769718492504397	0.867403521227915	0.0309333341817061	Q96ER9	Coiled-coil domain-containing protein 51	CCDC51
0.0864000022411346	0.0480000004172325	0.0392000004649162		0.0480000004172325	0.0573677707458185	3.99326379420025	1.24133202633534	0.0951914483783829	0.0578666677077611	Q9NZM1-6	Isoform 6 of Myoferlin	MYOF
0.254299998283386	0.0480000004172325	0.0406999997794628		0.0480000004172325	0.244073237233815	1.63298215706981	0.612479839935469	0.303402354921894	0.114333332826694	Q9Y3A4	Ribosomal RNA-processing protein 7 homolog A	RRP7A
0.196799993515015	-0.0361000001430511	0.0480999983847141		0.0480999983847141	0.41418804338216	1.02222996283113	0.382802442304197	0.476241822568154	0.0695999972522259	B4DJ39	cDNA FLJ54357, highly similar to Epidermal Langerhans cell protein LCP1	NA
0.048200000077486	0.137600004673004	-0.0375000014901161		0.048200000077486	0.431252599129208	0.97789460554942	0.365268274448332	0.493534999987158	0.0494333344201247	Q9P013	Spliceosome-associated protein CWC15 homolog	CWC15
0.151999995112419	-0.115000002086163	0.0483999997377396		0.0483999997377396	0.749272848643871	0.3662815789759	0.125360004620347	0.790016006633991	0.0284666642546654	O00148	ATP-dependent RNA helicase DDX39A	DDX39A
0.166500002145767	0.0286999996751547	0.0483999997377396		0.0483999997377396	0.199763704552822	1.88716639656186	0.699483427823638	0.256288315160483	0.0812000005195538	Q96IX5	Up-regulated during skeletal muscle growth protein 5	USMG5
0.0488499999046326	-0.152199998497963	0.249899998307228		0.0488499999046325	0.714779347876733	0.420843981381827	0.145828004057747	0.7597498923964	0.0488499999046326	Q9BZE2	tRNA pseudouridine(38/39) synthase	PUS3
0.0452999994158745	0.0490000024437904	0.0527000017464161	+	0.0490000005811453	0.00189519682249597	22.9379632022999	2.72234569140172	0.0145629311539054	0.049000001202027	P60660-2	Isoform Smooth muscle of Myosin light polypeptide 6	MYL6
0.049100000411272	-0.032200001180172	0.153200000524521		0.049100000411272	0.401418656935577	1.05674944256066	0.396402446457688	0.463537582867892	0.0566999999185403	A0A024R3A2	DCN1-like protein	DCUN1D5
0.0491999983787537	0.0315000005066395	0.0575000010430813		0.0491999983787537	0.0266017286925452	6.00818458669145	1.57509014016712	0.0550421379047309	0.0460666666428248	Q06830	Peroxiredoxin-1	PRDX1
0.0263000000268221	0.0494999997317791	0.0727000012993813		0.0495000006631017	0.0660504826826581	3.69553938671504	1.18012400010084	0.106324661675355	0.0495000003526608	Q9Y608-4	Isoform 4 of Leucine-rich repeat flightless-interacting protein 2	LRRFIP2
0.388300001621246	-0.288700014352798	0.0497999936342239		0.049799993634224	0.822671599739866	0.254818662203369	0.0847734951444593	0.85497578823691	0.0497999936342239	Q53EV1	RAB-interacting factor variant (Fragment)	NA
-0.0031999999191612	0.0499499998986721	0.103100001811981		0.0499500009464099	0.245110264191159	1.62776929573557	0.610638499309292	0.304395790872337	0.049950000597164	B3KMR5	cDNA FLJ12434 fis, clone NT2RM1000037, highly similar to Homo sapiens KIAA0690 protein	NA
0.104000002145767	0.0499499998986721	-0.00410000002011657		0.0499500010628252	0.250594833239858	1.6006649018595	0.601027884908866	0.309704239276985	0.0499500006747743	Q9H078-2	Isoform 2 of Caseinolytic peptidase B protein homolog	CLPB
0.229599997401237	0.0499999970197678	-0.129600003361702		0.0499999970197675	0.677279015056081	0.482196742943131	0.169232380449343	0.725160275689637	0.0499999970197678	Q9BX95	Sphingosine-1-phosphate phosphatase 1	SGPP1
0.281899988651276	-0.18129999935627	0.0502999946475029		0.050299994647503	0.742942545198225	0.37617508033484	0.129044770718794	0.785120332136618	0.0502999946475029	Q6FG99	RPLP1 protein	RPLP1
0.0803999975323677	0.0504000000655651	-0.0996999964118004		0.0504000000655651	0.869545444674446	0.186080793931705	0.0607077157249823	0.892561285600265	0.0103666670620441	B4DI68	cDNA FLJ61268, highly similar to Peroxisomal multifunctional enzyme type 2	NA
0.0696000009775162	0.0509000010788441	0.00839999970048666		0.0509000010788441	0.140983301210851	2.37296384317755	0.850832324887478	0.193899386901879	0.0429666672522823	B4DZF6	cDNA FLJ54206, highly similar to Ubiquilin-4	NA
0.0509999990463257	0.013399999588728	0.0719000026583672		0.0509999990463257	0.117434356089673	2.65454055983109	0.930204829281179	0.167236885222126	0.0454333337644736	A0A140VJS3	Testicular tissue protein Li 149	NA
-0.0878000035881996	0.0513000003993511	0.0640999972820282		0.0513000003993511	0.867436381036698	0.189142545592001	0.0617623671167617	0.890574976840532	0.0091999980310599	Q93034	Cullin-5	CUL5
0.0518999993801117	0.047800000756979	0.265300005674362		0.0518999993801117	0.232365523847864	1.69389853207878	0.633828308679789	0.291110894396296	0.121666668603818	Q7Z4G1	COMM domain-containing protein 6	COMMD6
0.252900004386902	0.034400001168251	0.0520000010728836		0.0520000010728836	0.24792380026736	1.61376851400201	0.605681781287497	0.307070391702373	0.113100002209346	Q8IWX8	Calcium homeostasis endoplasmic reticulum protein	CHERP
-0.0795999988913536	0.245800003409386	0.0522999987006187		0.0522999987006187	0.521444288445846	0.770769813684688	0.282792085153098	0.580276807077044	0.0728333344062169	B2WTI3	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6	JMJD6
0.0524999983608723	0.00789999961853027	0.0654999986290932		0.0524999983608723	0.137888191059313	2.40609171438984	0.860472926250052	0.190358589360099	0.0419666655361652	Q9NY12-2	Isoform 2 of H/ACA ribonucleoprotein complex subunit 1	GAR1
0.0359000004827976	0.0571000017225742	0.0529000014066696	+	0.0529000014066696	0.0172998446569122	7.50388898835809	1.76195779657944	0.0425759157686009	0.0486333345373472	A0A024R8R4	Nuclear protein localization 4 homolog (S. cerevisiae), isoform CRA_a	NPLOC4
0.0529999993741512	0.0715999975800514	0.0474000014364719	+	0.0529999993741512	0.0158881741980735	7.83861581263054	1.79892600721443	0.0402631503563925	0.0573333327968915	B3KP31	cDNA FLJ31047 fis, clone HSYRA2000424, highly similar to Carbohydrate kinase-like protein (EC 2.7.1.-)	NA
-0.2432000041008	0.0530000030994415	0.349200010299683		0.0530000030994415	0.785932611273309	0.309921323220906	0.104614690356031	0.822065598101373	0.0530000030994415	Q1ED39	Lysine-rich nucleolar protein 1	KNOP1
0.0531000010669231	0.0513999983668327	0.0548000000417233	+	0.053099999204278	0.000341480169261921	54.1010889393963	3.4666345221338	0.00800561691624033	0.0530999998251597	A0A024QZT9	NAD(P)H dehydrogenase, quinone 2, isoform CRA_a	NQO2
-0.101899996399879	0.0531999990344048	0.151600003242493		0.0531999990344048	0.687735925714308	0.464852899630639	0.162578288538641	0.734666152698587	0.034300001959006	P38432	Coilin	COIL
0.212099999189377	0.0533000007271767	-0.36599999666214		0.0533000007271767	0.86377389135729	-0.19446566370703	0.0635999271822686	0.887704988929532	-0.0335333322485288	Q9BYK8	Helicase with zinc finger domain 2	HELZ2
0.0533999986946583	0.0986000001430511	0.0529999993741512		0.0533999986946583	0.0457119439295254	4.51528691572111	1.33997030974137	0.0803845554572346	0.0683333327372869	Q9UJY5-4	Isoform 4 of ADP-ribosylation factor-binding protein GGA1	GGA1
0.220599994063377	-0.113399997353554	0.0535999983549118		0.0535999983549115	0.634158472300009	0.555915705521236	0.197802201037169	0.686999514193528	0.0535999983549118	Q6DKI1	60S ribosomal protein L7-like 1	RPL7L1
0.365099996328354	0.0540000014007092	-0.145300000905991		0.0540000014007092	0.601459532366921	0.614535108150041	0.220793587710604	0.655079009826885	0.0912666656076908	Q6I9T1	Mothers against decapentaplegic homolog	MADH5
0.0109999999403954	0.0597000010311604	0.0540000014007092		0.0540000014007092	0.113868860416534	2.70411132147955	0.943595025767429	0.163413147284312	0.0415666674574216	Q9Y266	Nuclear migration protein nudC	NUDC
0.0966999977827072	0.0546999983489513	-0.206300005316734		0.0546999983489513	0.864725776149552	-0.19308140816657	0.0631215951787995	0.888504867143634	-0.0183000030616919	A0A024R9B7	Cytochrome c oxidase subunit VIc, isoform CRA_a	COX6C
0.00789999961853027	0.0548000000417233	0.0957999974489212		0.0548000000417233	0.172966466842788	2.08057751372601	0.762038088821678	0.228141030021708	0.0528333323697249	V9HWE0	Annexin	HEL-S-7
0.124799996614456	-0.137099996209145	0.0549000017344952		0.0549000017344952	0.872796916504285	0.181365614288452	0.059086796731742	0.895001485493882	0.0142000007132689	Q5U091	Neuroblastoma RAS viral (V-ras) oncogene homolog	NRAS
0.106499999761581	0.0551000013947487	0.0282000005245209		0.0551000013947487	0.110404252553594	2.75442114465146	0.957014198182031	0.159424363537542	0.0632666672269503	D3DVC4	Nestin, isoform CRA_c	NES
-0.0632999986410141	0.354400008916855	0.0551000013947487		0.0551000013947487	0.451185617672609	0.928459943640211	0.345644752697063	0.513531739432518	0.115400003890196	O60293-2	Isoform 2 of Zinc finger C3H1 domain-containing protein	ZFC3H1
0.155100002884865	-0.111699998378754	0.0555000007152557		0.0555000007152557	0.713109614160652	0.423527942472333	0.146843708344222	0.758447561788581	0.0329666684071223	P23246	Splicing factor, proline- and glutamine-rich	SFPQ
0.061099998652935	0.0555999986827374	0.0500999987125397	+	0.0555999986827374	0.00324590664448612	17.5094587529249	2.48866397507586	0.0181314617369527	0.0555999986827374	B4DDF7	cDNA FLJ53296, highly similar to Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	NA
0.0447999984025955	0.0555999986827374	0.0663999989628792	+	0.0555999986827374	0.012344585547211	8.91685371493332	1.90852348633807	0.0349512906062867	0.0555999986827374	K7ERP4	Glutathione peroxidase (Fragment)	GPX4
0.0559000000357628	-0.0667999982833862	0.116800002753735		0.0559000000357628	0.580368953490046	0.653796783486637	0.236295827951361	0.635488486185166	0.035300001502037	A8K031	Kinetochore associated 2, isoform CRA_a	KNTC2
0.0529000014066696	0.122900001704693	0.0568999983370304		0.0568999983370304	0.0759853723333777	3.41762699593962	1.11927000583118	0.118335600681593	0.0775666671494643	A8K7T4	cDNA FLJ75774, highly similar to Homo sapiens lectin, mannose-binding 2 (LMAN2), mRNA	NA
-0.0102000003680587	0.0769999995827675	0.0568999983370304		0.0568999983370304	0.258256111276176	1.56405320777976	0.587949395265818	0.317330552439346	0.0412333325172464	D3DUP2	WNK lysine deficient protein kinase 1, isoform CRA_d	WNK1
0.0571000017225742	0.0995000004768372	0.0147000001743436		0.0571000003255904	0.144891092183028	2.33254955951253	0.838958320137698	0.198155888373614	0.0571000007912517	B2RCM2	cDNA, FLJ96156, highly similar to Homo sapiens leucyl-tRNA synthetase (LARS), mRNA	NA
0.0599000006914139	0.0571000017225742	-0.089599996805191		0.0571000017225742	0.87030044751138	0.184985374726635	0.0603307931619482	0.892978150092361	0.00913333520293236	A5PKX5	Alpha-mannosidase	MAN2A1
0.263200014829636	0.0573999993503094	0.0434999987483025		0.0573999993503094	0.229637944150705	1.70866533966645	0.638956350499446	0.288187456316927	0.121366670976082	A0A024R3J7	HCG2032701, isoform CRA_a	hCG_2032701
0.0467999987304211	0.0577999986708164	0.191799998283386		0.0577999986708164	0.168134024746452	2.11979423362943	0.774344393265112	0.223378683608811	0.0987999985615412	A0A024R1I7	Tuftelin-interacting protein 11	TFIP11
0.139500007033348	-0.121399998664856	0.0579000003635883		0.0579000003635883	0.773564534619005	0.328767456129952	0.111503449437374	0.811283928030063	0.0253333362440268	Q9BTY7	Protein HGH1 homolog	HGH1
0.193399995565414	0.00760000012814999	0.0584000013768673		0.0584000013768673	0.259206709104843	1.55960750723156	0.586353764388779	0.318196435429218	0.0864666656901439	Q9UKX7-2	Isoform 2 of Nuclear pore complex protein Nup50	NUP50
0.0606000013649464	0.0585500001907349	0.0564999990165234	+	0.0585500001907349	0.000408382442705815	49.4690326958114	3.38893293749574	0.00841766782648115	0.0585500001907349	Q53RZ9	Uncharacterized protein MBDin	MBDin
0.058799996972084	0.290699988603592	-0.173099994659424		0.058799996972084	0.703427875843236	0.439174583509162	0.152780425207276	0.749707952621611	0.058799996972084	O15439-2	Isoform 2 of Multidrug resistance-associated protein 4	ABCC4
0.00920000020414591	0.0590000003576279	0.102799996733665		0.0590000003576279	0.16955489134173	2.1081058475762	0.770689679693149	0.224851405509411	0.0569999990984797	A0A024R2G8	Ankyrin repeat domain 28, isoform CRA_c	ANKRD28
-0.0502000004053116	0.0591999962925911	0.168599992990494		0.0591999962925912	0.447561831061162	0.937270607693014	0.349146958038071	0.510146740859992	0.0591999962925911	Q8TB72-3	Isoform 3 of Pumilio homolog 2	PUM2
0.0592000000178814	0.109300002455711	-0.00789999961853027		0.0592000000178814	0.255560413982733	1.57677490215715	0.592506419292442	0.314852888651603	0.0535333342850208	E1NZA1	Peroxisome proliferator activated receptor interacting complex protein	PRIC295
0.3057000041008	0.0592000000178814	-0.121100001037121		0.0592000000178814	0.578694127487589	0.656967972063012	0.237550924777747	0.634333027539415	0.0812666676938534	Q13472-3	Isoform 3 of DNA topoisomerase 3-alpha	TOP3A
0.0593000017106533	-0.125499993562698	0.18299999833107		0.0593000017106533	0.706405856480377	0.434346393841234	0.150945708883242	0.752411897487126	0.0389333354930083	Q5J7U2	TGF beta-inducible nuclear protein 1	CDK105
0.282999992370605	0.0333999991416931	0.0593999996781349		0.0593999996781349	0.254633168308865	1.58119056663772	0.594085028326311	0.313937182574383	0.125266663730145	F5H0U5	Glycolipid transfer protein	GLTP
0.0594500005245209	0.149499997496605	-0.0306000001728535		0.0594499986618758	0.371253313776387	1.14348050554953	0.430329665825592	0.433693677064343	0.0594499992827574	A0A024R5H6	Phosphofurin acidic cluster sorting protein 1, isoform CRA_a	PACS1
0.0668999999761581	0.0595000013709068	0.0019000000320375		0.0595000013709068	0.172833007648923	2.08164050196938	0.76237331541973	0.228023752563978	0.0427666671263675	Q9C0C9	(E3-independent) E2 ubiquitin-conjugating enzyme	UBE2O
-0.102700002491474	0.0599999986588955	0.168699994683266		0.0599999986588955	0.647572720520768	0.532578072313553	0.188711454509194	0.698172863594335	0.041999996950229	A4D1K0	V-type proton ATPase subunit F	ATP6V1F
0.212699994444847	0.0600999966263771	-0.0925000011920929		0.0600999966263771	0.565546787124535	0.682151043117537	0.247531460500694	0.621118644773783	0.0600999966263771	Q96SK2-2	Isoform 2 of Transmembrane protein 209	TMEM209
0.00630000000819564	0.0678000003099442	0.0601000003516674		0.0601000003516674	0.146893313239025	2.31242214071994	0.832997974099665	0.200356063139291	0.0447333335566024	A0A1W2PPZ5	Transcription elongation factor A protein 1	TCEA1
0.24779999256134	0.0260000005364418	0.0601000003516674		0.0601000003516674	0.247863364015776	1.61406710305146	0.605787661921276	0.307069834401815	0.111299997816483	B5BU99	High glucose-regulated protein 8	YTHDF2
0.348899990320206	0.0157999992370605	0.0604000017046928		0.0604000017046928	0.307554636985488	1.35731935137244	0.512077740909943	0.367973387908377	0.14169999708732	A8K8Q0	cDNA FLJ78753, highly similar to Homo sapiens zinc fingers and homeoboxes 3 (ZHX3), mRNA	NA
0.202000007033348	-0.048300001770258	0.0604000017046928		0.0604000017046928	0.428518086577981	0.984868429181362	0.368030842970057	0.490954361054795	0.071366668989261	P19022-2	Isoform 2 of Cadherin-2	CDH2
0.0606000013649464	-0.0212999992072582	0.100400000810623		0.0606000013649464	0.323299233575688	1.29981500830179	0.490395326308914	0.384340169869967	0.0465666676561038	Q9NRL3	Striatin-4	STRN4
0.0608000010251999	0.0625	0.0590999983251095	+	0.0607999991625548	0.000260495452359541	61.9462563371129	3.58419986292901	0.00716922684626368	0.0607999997834365	F2Z2Y6	U6 snRNA-associated Sm-like protein LSm8	LSM8
0.230900004506111	0.0609500035643578	-0.108999997377396		0.0609500035643575	0.597847302234078	0.621173888261128	0.223409726154327	0.65156064299262	0.0609500035643578	Q6UW78	Ubiquinol-cytochrome-c reductase complex assembly factor 3	UQCC3
0.0837000012397766	0.0386000014841557	0.061149999499321		0.0611500013619661	0.0424629415584023	4.6968917878378	1.37198991579139	0.0762722983400875	0.0611500007410844	B2R6D4	Phosphomannomutase	NA
0.127399995923042	0.0612999983131886	0.016100000590086		0.0612999983131886	0.169036577459073	2.11235411743537	0.772019311677918	0.224286737953598	0.0682666649421056	B3KTJ9	cDNA FLJ38393 fis, clone FEBRA2007212	NA
0.0613499991595745	0.012699999846518	0.109999999403954		0.061349999625236	0.160589010427512	2.18419973028909	0.794284177970719	0.215590816614946	0.0613499994700154	E5RJ52	AP-3 complex subunit mu-2 (Fragment)	AP3M2
0.061599999666214	-0.00779999978840351	0.068400003015995		0.061599999666214	0.236278040789098	1.67310629892862	0.626576639873927	0.295289865294386	0.0407333342979352	Q15269	Periodic tryptophan protein 2 homolog	PWP2
0.0617000013589859	0.0308999996632338	0.142499998211861		0.0617000013589859	0.142700454280891	2.35501640810862	0.845574644892876	0.195735161979802	0.0783666664113601	B0YJ88	Radixin	RDX
-0.0474999994039536	0.171700000762939	0.0617999993264675		0.0617999993264675	0.43050023628176	0.979808542739463	0.366026605845987	0.492898457532102	0.0620000002284845	Q03188	Centromere protein C	CENPC
0.146799996495247	0.0618500001728535	-0.0230999998748302		0.0618499983102084	0.334462209573095	1.26106347039566	0.47565295253809	0.395498272790893	0.06184999893109	Q6YN16	Hydroxysteroid dehydrogenase-like protein 2	HSDL2
0.147499993443489	-0.0232999995350838	0.0620999969542027		0.0620999969542026	0.334925499109433	1.25948892618567	0.475051789054581	0.395954646860647	0.0620999969542027	A6NGW1	Protein YIF1A	YIF1A
0.0917000025510788	0.062100000679493	0.0324999988079071		0.062100000679493	0.0680881268280374	3.63379559209403	1.16692861439132	0.108783745487262	0.062100000679493	A0A024R3V4	Peptidyl-prolyl cis-trans isomerase	PPIL3
0.0283000003546476	0.0709000006318092	0.062100000679493		0.062100000679493	0.0536672213926161	4.14090986652041	1.27029088981862	0.0905181239488371	0.0537666672219833	A0A024RBX9	Pyruvate dehydrogenase E1 component subunit alpha	PDHA1
0.0885000005364418	0.00980000011622906	0.062100000679493		0.062100000679493	0.146930389195771	2.31205301185791	0.832888371755525	0.200356063139291	0.0534666671107213	A0A087X0M4	Kanadaptin	SLC4A1AP
0.0802000015974045	0.0315000005066395	0.0623999983072281		0.0623999983072281	0.0551729048377211	4.07909588176039	1.2582741501924	0.092357782770726	0.058033333470424	A8K2M0	Proteasome (Prosome, macropain) 26S subunit, ATPase, 4, isoform CRA_b	PSMC4
0.141800001263618	0.0626000016927719	-0.0183000005781651		0.0626000016927719	0.311602680370649	1.34219695467419	0.506398838815242	0.372250649754846	0.0620333341260751	A0A024R3P1	Degenerative spermatocyte homolog 1, lipid desaturase (Drosophila), isoform CRA_a	DEGS1
-0.750999987125397	0.923600018024445	0.063000001013279		0.063000001013279	0.885891863519633	0.16243424018482	0.0526192870778173	0.905346466232188	0.0785333439707756	Q9NYV4-2	Isoform 2 of Cyclin-dependent kinase 12	CDK12
0.0392999984323978	0.155200004577637	0.0631000027060509		0.0631000027060509	0.13574281440074	2.42966646438952	0.867283151047988	0.188101136601629	0.0858666685720285	Q2TAM5	RELA protein	RELA
0.0636999979615211	0.0421000011265278	0.106499999761581		0.0636999979615211	0.0646492443816464	3.73962392372407	1.18943654739787	0.104463220175023	0.0707666662832101	A0A024R3L9	Vacuolar protein sorting 26 homolog B (Yeast), isoform CRA_a	VPS26B
-0.0837000012397766	0.152700006961823	0.0636999979615211		0.0636999979615211	0.58680683719412	0.641681883176586	0.231504834606553	0.641577146432466	0.044233334561189	A0A024RCR5	Bromodomain containing 2, isoform CRA_b	BRD2
0.17399999499321	0.0640999972820282	-0.0194000005722046		0.0640999972820282	0.322762560103279	1.30171859030884	0.491116849770042	0.383791298510429	0.0728999972343445	Q6IAP9	PRPF4 protein	PRPF4
0.0140000004321337	0.0640999972820282	0.0710000023245811		0.0640999972820282	0.10955204149614	2.76713877304747	0.960379525033048	0.158596408468115	0.0497000000129143	Q9NVI7-2	Isoform 2 of ATPase family AAA domain-containing protein 3A	ATAD3A
-0.0342999994754791	0.131500005722046	0.0641999989748001		0.0641999989748001	0.380015065981059	1.11748123378434	0.420199185112802	0.442414628782623	0.0538000017404556	A8K0F7	cDNA FLJ76587, highly similar to Homo sapiens vitamin K epoxide reductase complex, subunit 1-like 1 (VKORC1L1), mRNA	NA
0.0513000003993511	0.0785999968647957	0.0649499967694283	+	0.0649499986320734	0.0144052820015834	8.24151737343078	1.84147822731299	0.0379302663279308	0.0649499980111917	Q10567-3	Isoform C of AP-1 complex subunit beta-1	AP1B1
0.206499993801117	0.062100000679493	0.065200001001358		0.065200001001358	0.144521755656924	2.33630436101785	0.84006677187681	0.197809322493995	0.111266665160656	O60613	Selenoprotein F	SELENOF
0.00219999998807907	0.0653999969363213	0.133100003004074		0.0653999969363213	0.218733878787816	1.77007455338066	0.660083946052656	0.277016012997197	0.0668999999761581	A0A024R029	Activator of basal transcription 1, isoform CRA_a	ABT1
0.065650001168251	0.0850000008940697	0.0463000014424324		0.0656500011682511	0.0277580963956133	5.87644129982313	1.55661032039743	0.0565884888283622	0.065650001168251	A0A024R0R6	Symplekin, isoform CRA_a	SYMPK
0.0658999979496002	0.0754000023007393	0.0527000017464161	+	0.0658999979496002	0.0102012473396369	9.82495758259206	1.99134672269638	0.0315720587033484	0.0646666673322519	P53618	Coatomer subunit beta	COPB1
0.0662999972701073	0.107400000095367	0.0252000000327826		0.0663000000640748	0.107779880228581	2.79403816460744	0.967462293105022	0.156764412035031	0.0662999991327524	H6VRG2	Keratin 1	KRT1
0.0886000022292137	-0.0461000017821789	0.0663999989628792		0.0663999989628792	0.475765686643268	0.870598704282919	0.322606883523738	0.53762572846071	0.0362999998033047	Q86U75	Dihydropyrimidinase-like 2	NA
0.230199992656708	0.0124000003561378	0.0665000006556511		0.0665000006556511	0.256214646990457	1.57367168327404	0.591396048959499	0.315507041349552	0.103033331222832	A8K0P8	cDNA FLJ78223	NA
0.00270000007003546	0.0667999982833862	0.0716999992728233		0.0667999982833862	0.168422202169971	2.11741276767646	0.773600660840633	0.223618258277263	0.047066665875415	H0YMB3	GMP reductase	GMPR2
0.124300003051758	-0.137199997901917	0.067100003361702		0.067100003361702	0.841089323506587	0.227626086766677	0.0751578797715812	0.869465204544087	0.0180666695038478	Q9BT22	Chitobiosyldiphosphodolichol beta-mannosyltransferase	ALG1
